"CAM Key","CAM Topic","CAM Company Title","Audit Opinion Key","Year Ended Date","Signature Date","Auditor Key",Auditor,"Auditor Affiliate Key","Auditor Affiliate","Auditor Affiliate PCAOB","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region",Source,"Source Date","Going Concern",Company,"CIK Code",Ticker,"Bus Street 1","Bus Street 2",City,"State Code","State Name","State Region","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
15279,"Revenue from customer contracts","Revenue Recognition",474343,12/31/21,02/18/22,2,"Ernst & Young LLP",,,,"San Jose",CA,CALIFORNIA,"US West",10-K,2022-02-18,,"10x Genomics, Inc.",1770787,"=""TXG""","6230 STONERIDGE MALL ROAD",,PLEASANTON,CA,CALIFORNIA,"US West",,,"=""3826""","Laboratory Analytical Instruments",334516,"Analytical Laboratory Instrument Manufacturing",34,149,12/31/21,"13,833,693,184",12/31/21,"490,490,000","-58,223,000","787,660,000","1,018,826,000"
20811,"Revenue from customer contracts","Revenue Recognition— Refer to Note 14 to the financial statements",485550,12/31/21,04/29/22,3,"Deloitte & Touche LLP",499,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",1113,Shanghai,F4,CHINA,Foreign,20-F,2022-04-29,,"111, Inc.",1738906,"=""YI""","3-4/F, NO.295 ZUCHONGZHI ROAD","PUDONG NEW AREA",SHANGHAI,F4,CHINA,Foreign,,,"=""5912""","Drug Stores and Proprietary Stores",446110,"Pharmacies and Drug Stores",34,3,12/29/21,"145,631,312",12/31/21,"1,949,666,000","-105,095,000","129,072,000","493,592,000"
15672,"Business combinations","Acquisition of Iora Health, Inc. – Valuation of Intangible Assets related to Medicare Advantage and CMS Direct Contracting Contracts",474862,12/31/21,02/23/22,1,"PricewaterhouseCoopers LLP",,,,"San Francisco",CA,CALIFORNIA,"US West",10-K,2022-02-23,,"1Life Healthcare Inc",1404123,,"ONE EMBARCADERO CENTER, SUITE 1900",,"San Francisco",CA,CALIFORNIA,"US West",,,"=""8011""","Offices and Clinics of Doctors of Medicine",621111,"Offices of Physicians (except Mental Health Specialists)",34,18,12/31/21,"3,368,555,520",12/31/21,"623,315,000","-254,641,000","228,961,000","2,627,032,000"
15673,"Insurance contract liabilities","Valuation of Incurred but not yet Reported (“IBNR”) Claims Liability related to Iora Health, Inc.",474862,12/31/21,02/23/22,1,"PricewaterhouseCoopers LLP",,,,"San Francisco",CA,CALIFORNIA,"US West",10-K,2022-02-23,,"1Life Healthcare Inc",1404123,,"ONE EMBARCADERO CENTER, SUITE 1900",,"San Francisco",CA,CALIFORNIA,"US West",,,"=""8011""","Offices and Clinics of Doctors of Medicine",621111,"Offices of Physicians (except Mental Health Specialists)",34,18,12/31/21,"3,368,555,520",12/31/21,"623,315,000","-254,641,000","228,961,000","2,627,032,000"
19775,"Allowance for credit losses","Allowance for Credit Losses – Refer to Note 2 to the consolidated financial statements",482333,12/31/21,03/31/22,3,"Deloitte & Touche LLP",,,,Atlanta,GA,GEORGIA,"US Southeast",10-K,2022-03-31,,"1st FRANKLIN FINANCIAL CORP",38723,,"135 E TUGALO ST","P O BOX 880",TOCCOA,GA,GEORGIA,"US Southeast",,,"=""6141""","Personal Credit Institutions",522292,"Real Estate Credit",34,,,,12/31/21,"221,372,713","41,861,007",,"1,118,221,935"
11194,"Long-lived assets","Assessment of impairment of store-level long-lived assets",453599,02/27/21,04/22/21,4,"KPMG LLP",,,,"Short Hills",NJ,"NEW JERSEY","US Mid Atlantic",10-K,2021-04-22,,"20230930-DK-Butterfly-1, Inc.",886158,,"650 LIBERTY AVENUE",,UNION,NJ,"NEW JERSEY","US Mid Atlantic",,,"=""5700""","Retail-Home Furniture, Furnishings & Equipment Stores",442299,"All Other Home Furnishings Stores",34,28,03/01/21,"3,377,042,176",02/27/21,"9,233,028,000","-150,773,000",,"6,456,930,000"
17315,"Revenue from customer contracts","Determination of implied pricing concessions",476831,12/31/21,03/01/22,4,"KPMG LLP",,,,McLean,VA,VIRGINIA,"US Mid Atlantic",10-K,2022-03-01,,"2U, LLC",1459417,,"7900 HARKINS ROAD",,LANHAM,MD,MARYLAND,"US Mid Atlantic",,,"=""7372""","Prepackaged Software",511210,"Software Publishers",34,20,12/29/21,"1,507,442,048",12/31/21,"945,682,000","-194,766,000","-670,907,000","2,109,006,000"
17316,"Other intangible assets","Evaluation of acquisition-date fair value of acquired intangible assets",476831,12/31/21,03/01/22,4,"KPMG LLP",,,,McLean,VA,VIRGINIA,"US Mid Atlantic",10-K,2022-03-01,,"2U, LLC",1459417,,"7900 HARKINS ROAD",,LANHAM,MD,MARYLAND,"US Mid Atlantic",,,"=""7372""","Prepackaged Software",511210,"Software Publishers",34,20,12/29/21,"1,507,442,048",12/31/21,"945,682,000","-194,766,000","-670,907,000","2,109,006,000"
14525,"Other contingent liabilities","Legal Proceedings",473255,12/31/21,02/09/22,1,"PricewaterhouseCoopers LLP",,,,Minneapolis,MN,MINNESOTA,"US Midwest",10-K,2022-02-09,,"3M CO",66740,"=""MMM""","3M CENTER","BLDG. 220-9E-02","ST PAUL",MN,MINNESOTA,"US Midwest",,,"=""3841""","Surgical and Medical Instruments and Apparatus",322222,"Coated and Laminated Paper Manufacturing",34,178,12/31/21,"84,924,768,256",12/31/21,"35,355,000,000","5,921,000,000","-3,728,000,000","47,072,000,000"
20572,"Other contingent liabilities","Legal Proceedings
",484919,12/31/21,02/09/22,1,"PricewaterhouseCoopers LLP",,,,Minneapolis,MN,MINNESOTA,"US Midwest",8-K,2022-04-26,,"3M CO",66740,"=""MMM""","3M CENTER","BLDG. 220-9E-02","ST PAUL",MN,MINNESOTA,"US Midwest",,,"=""3841""","Surgical and Medical Instruments and Apparatus",322222,"Coated and Laminated Paper Manufacturing",34,178,12/31/21,"84,924,768,256",12/31/21,"35,355,000,000","5,921,000,000","-3,728,000,000","47,072,000,000"
